Data;CAlg;Subp;Num.Trcs;Num.Act;Num.Evt;DAlg;Fitn;Prec;Gen;Size;NumTrans;ACD;CFC;CNC;Density;Time.HierAct;Time.Hierlog;Time.Dalg;Time.quality;t/o fit;t/o gen;
BPIC15_1;DK;03_VD;49;1;49;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;151;5307;0;239;false;false;
BPIC15_1;DK;03_GBH;169;1;169;SM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;151;5307;3;340;false;false;
BPIC15_1;DK;03_GBH;169;1;169;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;151;5307;0;265;false;false;
BPIC15_1;DK;03_GBH;169;1;169;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;151;5307;0;251;false;false;
BPIC15_1;DK;04_BPT;830;11;1251;SM;0.9941664410558612;0.9842317424724609;0.9879976282149633;35;11;3.1666666666666665;18;1.2;0.03529411764705882;151;5307;77;1024;false;false;
BPIC15_1;DK;04_BPT;830;11;1251;IMf;0.9790478139355033;0.9504741833508956;0.8678102378936896;30;10;3.3333333333333335;14;1.2;0.041379310344827586;151;5307;15;970;false;false;
BPIC15_1;DK;04_BPT;830;11;1251;IM;1.0;0.5313321377399016;0.629929427367552;52;11;3.3076923076923075;37;1.3076923076923077;0.02564102564102564;151;5307;17;1210;false;false;
BPIC15_2;DK;root;832;45;9045;SM;-1.0;NaN;NaN;304;45;5.785046728971962;289;2.3289473684210527;0.007686294945284002;146;5895;4892;64037;false;true;
BPIC15_2;DK;root;832;45;9045;IMf;0.8756366423777975;0.5090797331389876;0.7113059692162316;137;44;3.6923076923076925;92;1.313868613138686;0.009660798626019752;146;5895;1063;706526;false;false;
BPIC15_2;DK;root;832;45;9045;IM;1.0;0.10412735456326991;0.21913849288197762;197;45;3.494949494949495;144;1.3705583756345177;0.0069926447736454985;146;5895;673;675703;false;false;
BPIC15_2;DK;07_OPS;92;14;150;SM;0.9877532952980522;1.0;0.9825026135455185;28;14;3.3333333333333335;5;1.0714285714285714;0.03968253968253968;146;5895;55;465;false;false;
BPIC15_2;DK;07_OPS;92;14;150;IMf;0.9963768115942029;0.6542401821286283;0.8496678817104195;35;14;4.111111111111111;18;1.2571428571428571;0.03697478991596639;146;5895;5;374;false;false;
BPIC15_2;DK;07_OPS;92;14;150;IM;1.0;0.6008653326122229;0.899139172668303;36;14;4.0;20;1.2777777777777777;0.03650793650793651;146;5895;5;321;false;false;
BPIC15_2;DK;05_EIND;530;13;666;SM;0.9949518335721166;0.7281576366431639;0.7288412498275498;50;13;4.541666666666667;36;1.6;0.0326530612244898;146;5895;80;929;false;false;
BPIC15_2;DK;05_EIND;530;13;666;IMf;0.9850301699947926;0.827076356605942;0.8899645643472512;48;13;3.2;30;1.25;0.026595744680851064;146;5895;12;548;false;false;
BPIC15_2;DK;05_EIND;530;13;666;IM;1.0;0.7391770874544898;0.8363948614235808;60;13;3.16;34;1.2333333333333334;0.020903954802259886;146;5895;8;634;false;false;
BPIC15_2;DK;12_AP;21;12;37;SM;0.9954648526077098;0.8923459651035986;0.8722129014902084;28;12;3.142857142857143;10;1.1428571428571428;0.042328042328042326;146;5895;38;342;false;false;
BPIC15_2;DK;12_AP;21;12;37;IMf;1.0;0.8932354518637704;0.9299173519596927;31;12;3.111111111111111;13;1.1612903225806452;0.03870967741935484;146;5895;3;302;false;false;
BPIC15_2;DK;12_AP;21;12;37;IM;1.0;0.8932354518637704;0.9288121723568108;31;12;3.111111111111111;13;1.1612903225806452;0.03870967741935484;146;5895;2;251;false;false;
BPIC15_2;DK;02_DRZ;580;10;594;SM;1.0;0.8438336085101512;0.9556497890087082;28;10;3.2;16;1.2142857142857142;0.04497354497354497;146;5895;27;325;false;false;
