Data;CAlg;Subp;Num.Trcs;DAlg;Fitn;Prec;Gen;Size;NumTrans;ACD;CFC;CNC;Density;
BPIC12;AC-Random;root;13087;6;56569;SM;-1.0;NaN;NaN;17;6;2.8333333333333335;7;1.1176470588235294;0.06985294117647059;390;7091;2173;6256;
BPIC12;AC-Random;root;13087;6;56569;IMf;0.9951364388104695;0.7742406169415407;0.8704217734481716;28;6;3.1666666666666665;16;1.2142857142857142;0.04497354497354497;390;7091;2548;8218;
BPIC12;AC-Random;root;13087;6;56569;IM;1.0;0.6911583126156363;0.8296422961194984;32;6;3.0;18;1.1875;0.038306451612903226;390;7091;708;5128;
BPIC12;AC-Random;0;8455;5;51158;SM;0.9200184329658865;0.9299690785557675;0.9249611393843536;24;5;2.888888888888889;13;1.1666666666666667;0.050724637681159424;390;7091;200;12244;
BPIC12;AC-Random;0;8455;5;51158;IMf;0.9837643253507294;0.7260131462534547;0.8357454886523971;31;5;3.0714285714285716;21;1.2258064516129032;0.04086021505376344;390;7091;598;14298;
BPIC12;AC-Random;0;8455;5;51158;IM;1.0;0.7086802327767487;0.8274304255379201;36;5;3.0625;24;1.2222222222222223;0.03492063492063492;390;7091;427;17060;
BPIC12;AC-Random;1;13087;10;175817;SM;0.9785990176100207;0.7771569988500104;0.8602351667501842;42;10;3.5;24;1.2380952380952381;0.030197444831591175;390;7091;282;186551;
BPIC12;AC-Random;1;13087;10;175817;IMf;0.8985106201510338;0.6788851943926832;0.8463286750341169;49;10;3.15;30;1.2244897959183674;0.025510204081632654;390;7091;3934;399686;
BPIC12;AC-Random;1;13087;10;175817;IM;1.0;0.37132941625126414;0.5151864511656236;67;10;3.2413793103448274;43;1.2537313432835822;0.018995929443690638;390;7091;3441;1741930;
BPIC12;AC-Random;2;7368;9;35225;SM;0.8502456625813184;0.9998252271527885;0.9189581972563027;18;9;3.25;6;1.1111111111111112;0.06535947712418301;390;7091;113;2238;
BPIC12;AC-Random;2;7368;9;35225;IMf;0.9953636788719545;0.9557957573218991;0.975178497837574;31;9;3.875;13;1.2258064516129032;0.04086021505376344;390;7091;443;3813;
BPIC12;AC-Random;2;7368;9;35225;IM;1.0;0.716757462422404;0.8159411127365778;39;9;3.466666666666667;23;1.2820512820512822;0.033738191632928474;390;7091;579;4823;
BPIC15_1f;AC-Random;root;902;16;10674;SM;0.7782101534426863;0.9809419277589304;0.8690253641066702;34;16;3.0;9;1.0588235294117647;0.03208556149732621;140;2004;1741;4454;
BPIC15_1f;AC-Random;root;902;16;10674;IMf;0.9910516312955336;0.3353115019229105;0.5000794929322718;55;16;3.7777777777777777;31;1.2727272727272727;0.02356902356902357;140;2004;1366;10007;
BPIC15_1f;AC-Random;root;902;16;10674;IM;1.0;0.2787073533175763;0.4285705933704845;62;16;3.5833333333333335;38;1.2903225806451613;0.021152829190904283;140;2004;300;12414;
BPIC15_1f;AC-Random;0;611;7;1999;SM;0.9547625403382608;1.0;0.977140311249664;14;7;3.0;6;1.1428571428571428;0.08791208791208792;140;2004;62;552;
BPIC15_1f;AC-Random;0;611;7;1999;IMf;0.8841335968995555;0.9693497991370332;0.9224571850434437;19;7;2.857142857142857;10;1.1578947368421053;0.06432748538011696;140;2004;24;330;
BPIC15_1f;AC-Random;0;611;7;1999;IM;1.0;0.8062894552256255;0.8927577503074234;22;7;3.5;14;1.2727272727272727;0.06060606060606061;140;2004;18;344;
BPIC15_1f;AC-Random;1;606;7;2279;SM;0.839236482680113;0.9642739273927392;0.8888900365834679;18;7;2.6666666666666665;8;1.1111111111111112;0.06535947712418301;140;2004;24;422;
BPIC15_1f;AC-Random;1;606;7;2279;IMf;0.9747854785478552;0.8868897581094641;0.9301863271222689;30;7;2.923076923076923;17;1.2;0.041379310344827586;140;2004;22;718;
BPIC15_1f;AC-Random;1;606;7;2279;IM;1.0;0.8633196529382858;0.9271842397167734;31;7;3.0;20;1.2258064516129032;0.04086021505376344;140;2004;20;505;
BPIC15_1f;AC-Random;2;902;10;3973;SM;0.8997000039087357;1.0;0.947249648577133;20;10;4.0;6;1.1;0.05789473684210526;140;2004;38;733;
BPIC15_1f;AC-Random;2;902;10;3973;IMf;1.0;0.8903693831608432;0.9420057170753338;29;10;3.7777777777777777;17;1.2413793103448276;0.04433497536945813;140;2004;31;609;
BPIC15_1f;AC-Random;2;902;10;3973;IM;1.0;0.8903693831608432;0.9420057170753338;29;10;3.7777777777777777;17;1.2413793103448276;0.04433497536945813;140;2004;36;704;
BPIC15_1f;AC-Random;3;612;8;2811;SM;0.7058037729293967;1.0;0.8359762974909221;17;8;2.6666666666666665;4;1.0588235294117647;0.0661764705882353;140;2004;60;500;
BPIC15_1f;AC-Random;3;612;8;2811;IMf;0.9685321131159266;0.8960940029845268;0.9309902810351843;27;8;3.0;14;1.1851851851851851;0.045584045584045586;140;2004;34;541;
BPIC15_1f;AC-Random;3;612;8;2811;IM;1.0;0.8314116364614672;0.9079462201822261;29;8;3.076923076923077;19;1.2413793103448276;0.04433497536945813;140;2004;23;459;
BPIC15_1f;AC-Random;4;819;11;3254;SM;0.9221392861974095;0.949652351448159;0.934284378047148;24;11;3.142857142857143;11;1.1666666666666667;0.050724637681159424;140;2004;58;673;
BPIC15_1f;AC-Random;4;819;11;3254;IMf;0.9874265191725502;0.8151972978152198;0.8931093776345308;28;11;3.7777777777777777;17;1.2857142857142858;0.047619047619047616;140;2004;56;668;
